RICE;RICE_KEY;RICE base;Tipo comparação;Presente Empresa;Presente Consultoria;Origem;Qtd registros na origem;Fases encontradas na origem;Responsáveis consolidados;Status consolidado origem;Fase consolidada origem;Total registros Empresa;Total registros Consultoria;__origem;__arquivo;Identificação da tarefa;Nome da tarefa;Categoria;Meta;Status;Prioridade;Atribuído a;Criado por;Criado em;Data de conclusão;Data de início;É Recorrente;Atrasados;Concluído em;Concluída por;Itens concluídos da lista de verificação;Itens da lista de verificação;Rótulos;Notas
KT.NFE#10;KT.NFE#10;KT.NFE#10;Só na Consultoria;Não;Sim;Consultoria;1;04|Doc. Técnica (ET);Alex Bispo;Em andamento;04|Doc. Técnica (ET);0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;L-jvH3Gsf0az06a-NBAxOWUALM-s;KT.NFE#10 - Integração - Pedido Nacional em Dólar;04|Doc. Técnica (ET);;Em andamento;Média;Alex Bispo;Francielly Sodre - Ninecon;2026-03-06;2026-05-28;2026-04-24;;false;;;4/8;"Deploy;Desenvol. Codificação + Testes Func + Ajustes;Doc. Técnica (ET);Elaboração Roteiro de Testes;Em Teste | Consultor;Teste e Validação Pluma;Doc. Funcional (EF);Aprovação EF";KT Group;
KT.NFE#11;KT.NFE#11;KT.NFE#11;Só na Consultoria;Não;Sim;Consultoria;1;08|Pré-Teste|Parceiro;Alex Bispo;Em andamento;08|Pré-Teste|Parceiro;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;N-Ao57P9JEqdNLkycOFykmUALOBv;KT.NFE#11 – Integração – Milho a Fixar (Complemento);08|Pré-Teste|Parceiro;;Em andamento;Média;Alex Bispo;Francielly Sodre - Ninecon;2026-03-06;2026-03-31;2026-02-27;;true;;;5/7;"Doc. Funcional (EF);Teste e Validação Pluma;Desenvol. Codificação + Testes Func + Ajustes;Em Teste | Consultor;Deploy;Aprovação EF;Doc. Técnica (ET)";KT Group;
KT.NFE#12;KT.NFE#12;KT.NFE#12;Só na Consultoria;Não;Sim;Consultoria;1;05|Em construção;Alex Bispo;Em andamento;05|Em construção;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;bzIaEpLsTUWQcerXToUiSWUALqAZ;KT.NFE#12 - Validação Comercial - Regras de Tolerâncias;05|Em construção;;Em andamento;Média;Alex Bispo;Francielly Sodre - Ninecon;2026-03-06;2026-04-17;2026-03-19;;true;;;6/7;"Desenvol. Codificação + Testes Func + Ajustes;Teste e Validação Pluma;Em Teste | Consultor;Doc. Técnica (ET);Elaboração Roteiro de Testes;Aprovação EF;Doc. Funcional (EF)";KT Group;
KT.NFE#13;KT.NFE#13;KT.NFE#13;Só na Consultoria;Não;Sim;Consultoria;1;05|Em construção;Alex Bispo;Em andamento;05|Em construção;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;6tYMAUPrBkq6Bd6SuyfFF2UAEqwe;KT.NFE#13 – Validação Comercial – Inclusão da Data de Vencimento;05|Em construção;;Em andamento;Média;Alex Bispo;Francielly Sodre - Ninecon;2026-03-06;2026-04-02;2026-03-09;;true;;;6/8;"Em Teste | Consultor;Deploy;Desenvol. Codificação + Testes Func + Ajustes;Doc. Funcional (EF);Teste e Validação Pluma;Doc. Técnica (ET);Aprovação EF;Elaboração Roteiro de Testes";KT Group;
KT.NFE#14;KT.NFE#14;KT.NFE#14;Só na Consultoria;Não;Sim;Consultoria;1;04|Doc. Técnica (ET);Alex Bispo;Em andamento;04|Doc. Técnica (ET);0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;4GgA3FlU_0ypMh7bsVYtVmUANEyY;KT.NFE#14 - Validação Comercial - Regras de Divergências;04|Doc. Técnica (ET);;Em andamento;Média;Alex Bispo;Francielly Sodre - Ninecon;2026-03-06;2026-05-05;2026-02-27;;true;;;2/7;"Elaboração Roteiro de Testes;Aprovação EF;Em Teste | Consultor;Teste e Validação Pluma;Desenvol. Codificação + Testes Func + Ajustes;Doc. Funcional (EF);Deploy";KT Group;
KT.NFS#01;KT.NFS#01;KT.NFS#01;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;z7SqwNetSEqpvA5tISEVumUADpzq;KT.NFS#04 - ANTIGO KT.NFS#01 - Integração com Log-LS - Fretes Municipais;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-11-27;2025-11-27;;false;2026-01-29;Jean Piere Moretto;;;20|KTGroup;
KT.NFS#03;KT.NFS#03;KT.NFS#03;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;TAZfWJeI50KyRaz8LvUqD2UAK0AN;KT.NFS#03 - Simples Nacional - Inclusão da Alíquota do ISS;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-09-22;2025-09-22;;false;2026-01-29;Jean Piere Moretto;;;20|KTGroup;
KT.NFS#03;KT.NFS#03;KT.NFS#03;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Luiz Dias; Alex Bispo; Magali Souza";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;H18Zq-_xmE2s3lop2ym-TWUAGo5l;GAP - KT.NFS#03 - Simples Nacional - Inclusão da Alíquota do ISS;10|Deploy;;Concluída;Média;"Luiz Dias;Alex Bispo;Magali Souza";Magali Souza;2026-01-06;2025-10-22;2025-09-03;;false;2026-01-06;Magali Souza;;;KT Group;
KT.NFS#04;KT.NFS#04;KT.NFS#04;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;z7SqwNetSEqpvA5tISEVumUADpzq;KT.NFS#04 - ANTIGO KT.NFS#01 - Integração com Log-LS - Fretes Municipais;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-11-27;2025-11-27;;false;2026-01-29;Jean Piere Moretto;;;20|KTGroup;
KT.NFS#04;KT.NFS#04;KT.NFS#04;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Luiz Dias; Alex Bispo; Magali Souza";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;mK8DKyOK50mhmWpFjKwXc2UAB1re;GAP - KT.NFS#04 - Integração Log LS – Fretes Municipais;10|Deploy;;Concluída;Média;"Luiz Dias;Alex Bispo;Magali Souza";Magali Souza;2026-01-06;2025-11-27;2025-11-11;;false;2026-01-06;Magali Souza;;;KT Group;
KT.OUTROS#02;KT.OUTROS#02;KT.OUTROS#02;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;2uTQ76k8GEqdzHITKxV2kmUAKX-y;KT.OUTROS#02 - Estratificação de documentos de Importação e Exportação;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-11-17;2025-11-17;;false;2026-01-29;Jean Piere Moretto;;;20|KTGroup;
KT.OUTROS#02;KT.OUTROS#02;KT.OUTROS#02;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Luiz Dias; Alex Bispo; Magali Souza";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;SJ-kRCMazkukRvB48hrZS2UAIdKg;GAP - KT.OUTROS#02 - Estratificação de documentos de Importação e Exportação;10|Deploy;;Concluída;Média;"Luiz Dias;Alex Bispo;Magali Souza";Magali Souza;2026-01-06;2025-11-17;2025-08-12;;false;2026-01-06;Magali Souza;;;KT Group;
KT.TAX#01;KT.TAX#01;KT.TAX#01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;woFE9YR0I0OHevVDj8B-GGUABHS4;KT.TAX#01 - Integração com TaxAnaliser;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-10-24;2025-10-24;;false;2026-01-29;Jean Piere Moretto;;;20|KTGroup;
KT.TAX#01;KT.TAX#01;KT.TAX#01;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Luiz Dias; Alex Bispo; Magali Souza";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;8trvsIxi3kyuPbK8GY9yI2UALvdA;GAP - KT.TAX#01 - Integração com TaxAnaliser;10|Deploy;;Concluída;Média;"Luiz Dias;Alex Bispo;Magali Souza";Magali Souza;2026-01-06;2025-10-27;2025-10-14;;false;2026-01-06;Magali Souza;;;KT Group;
LOP-360;LOP360;LOP-360;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;m0BuN-W6xEKg7nsWC4co6WUADVur;LOP-360 - Pré Logística para Entrega de Ovos e Pintos ;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-12-02;2025-12-02;;false;2026-01-29;Jean Piere Moretto;;;14|Agrosys - C.Ovos e Inc.;
LOP360;LOP360;LOP-360;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;Renato Macarini;Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;uQFAZpriHEix7NwW33fhUGUAMKtv;LOP360 [Pré Logística para Entrega de Ovos e Pintos];10|Deploy;;Concluída;Média;Renato Macarini;Kauan Rossa;2025-12-23;2025-11-26;;;false;2026-03-27;Renan Strapazzon;;;"SIT - Agrosys;Agrosys";Pré Logística para Entrega de Ovos e Pintos
LOP380;LOP380;LOP380;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;Priscila Santos;Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;8erKmw1e2E2Ynpugszk_M2UAKfgu;LOP380 [Eventos de viagem];10|Deploy;;Concluída;Média;Priscila Santos;Renan Strapazzon;2026-03-27;2026-03-27;;;false;2026-03-27;Renan Strapazzon;;;"SIT - Agrosys;Agrosys";Eventos de viagem
MAN#04;MAN#04;MAN#04;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;João Marcos Corso;Concluída;10|Deploy;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;PWVBmBFjtk-b_8ZMgrONiGUAJrKM;MAN#04 - Lista de itens para ativo;10|Deploy;;Concluída;Média;João Marcos Corso;Jean Piere Moretto;2026-01-29;2026-05-11;2026-05-08;;false;2026-02-11;Filipe  Faiole Moura;;;19|Oracle/Ninecon;
MAN#05;MAN#05;MAN#05;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;João Marcos Corso;Não iniciado;00|Não Iniciado;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;GY792bPrz0ylbmyAw5B9I2UAISaN;MAN#05 - Extração da previsão do Ativo;00|Não Iniciado;;Não iniciado;Média;João Marcos Corso;Jean Piere Moretto;2026-01-29;2026-02-03;2026-02-03;;true;;;;;19|Oracle/Ninecon;
MAN#05;MAN#05;MAN#05;RICE igual;Sim;Sim;Consultoria;1;06|Bloqueado;"Rosangela  Nakano; Leandro Rosa; João Marcos Corso; Solange Sabbag";Em andamento;06|Bloqueado;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;4A89ngoeBUWBfdoPtfqbdWUAEsiC;MAN#05;06|Bloqueado;;Em andamento;Média;"Rosangela  Nakano;Leandro Rosa;João Marcos Corso;;Solange Sabbag";;2026-03-11;2026-05-05;;;true;;;;;"Durante SIT;Ninecon";Extração da previsão do Ativo
NSI.GAP.01;NSI.GAP.01;NSI.GAP.01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Giselli Schneider - Export Department;Não iniciado;05|Elab.Rot.Teste;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;bFWo0BCtY06V65mX90W6rmUANYJ4;NSI.GAP.01 - Integração OTM x eComex na importação;05|Elab.Rot.Teste;;Não iniciado;Média;Giselli Schneider - Export Department;Jean Piere Moretto;2026-01-29;2026-02-02;2026-02-02;;true;;;;;21|NSI;
NSI.GAP.01;NSI.GAP.01;NSI.GAP.01;RICE igual;Sim;Sim;Consultoria;1;08|Pré-Teste|Parceiro;"Marcelli de Araujo Lessa; Filipe  Faiole Moura; Elisangela Barbosa de Lima; Caroline Luisa Lindner";Em andamento;08|Pré-Teste|Parceiro;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;Rlsbg1atS0GmD3hm_6ESiWUAKYBn;NSI.GAP.01 - OTM Importação;08|Pré-Teste|Parceiro;;Em andamento;Média;"Marcelli de Araujo Lessa;Filipe  Faiole Moura;Elisangela Barbosa de Lima;Caroline Luisa Lindner";Marcelli de Araujo Lessa;2026-01-15;2026-01-30;2025-12-26;;true;;;5/9;"Teste parceiro;Teste Pluma;Teste consultor;Especificação funcional;Deploy;Especificação Técnica;Elaboração roteiro de teste;Desenvolvimento;Aprovação da Especificação funcional";eComex;"Esse desenvolvimento tem dependência com a RICE OTM#41
Desenvolvimento: 22/01 - 30/01
Elaboração Roteiro de teste: 02/02 -02/02
Teste consultor: 03/02 - 04/02
Teste com a Ninecon: 05/03 - 11/03
Teste Pluma: 12/03 - 16/03
Deploy: 18/03"
NSI.GAP.02;NSI.GAP.02;NSI.GAP.02;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Giselli Schneider - Export Department;Não iniciado;05|Elab.Rot.Teste;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;7qdoRaOBtUityeaHAecRlmUADHNo;NSI.GAP.02 - Integração OTM x eComex na exportação;05|Elab.Rot.Teste;;Não iniciado;Média;Giselli Schneider - Export Department;Jean Piere Moretto;2026-01-29;2026-01-22;2026-01-22;;true;;;;;21|NSI;
NSI.GAP.02;NSI.GAP.02;NSI.GAP.02;RICE igual;Sim;Sim;Consultoria;1;05|Em construção;"Marcelli de Araujo Lessa; Elisangela Barbosa de Lima; Caroline Luisa Lindner";Em andamento;05|Em construção;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;q2up1mnIdk2MmyymwQ8jxGUANEQp;NSI.GAP.02 - OTM Exportação;05|Em construção;;Em andamento;Média;"Marcelli de Araujo Lessa;Elisangela Barbosa de Lima;Caroline Luisa Lindner";Marcelli de Araujo Lessa;2026-01-15;2026-01-21;2025-11-12;;true;;;5/10;"Teste Pluma;Teste consultor;Desenvolvimento;Elaboração Roteiro de Teste;Teste com a Ninecon;Revisão da AN100;Especificação Técnica;Especificação funcional;Deploy;Aprovação AN100";eComex;"Esse desenvolvimento tem dependência com a RICE OTM#41
Desenvolvimento: 12/11/2025 - 21/01/2026
Elaboração Roteiro  de teste: 22/01 -22/01
Teste consultor: 23/01 - 26/01
Teste com a Ninecon: 05/03 - 11/03
Teste Pluma: 12/03 - 16/03
Deploy: 18/03"
NSI.GAP.10;NSI.GAP.10;NSI.GAP.10;RICE igual;Sim;Sim;Empresa;11;01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Giselli Schneider - Export Department;Em andamento;04|Doc. Técnica (ET);11;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;E2q1YqVeZkKJR-mV3Xh4WGUACRGW;NSI.GAP.10 - Ajuste de layout de documentos;04|Doc. Técnica (ET);;Em andamento;Média;Giselli Schneider - Export Department;Filipe  Faiole Moura;2026-02-13;2026-02-18;2026-02-17;;true;;;;;21|NSI;
NSI.GAP.10;NSI.GAP.10;NSI.GAP.10;RICE igual;Sim;Sim;Consultoria;1;04|Doc. Técnica (ET);"Marcelli de Araujo Lessa; Filipe  Faiole Moura; Elisangela Barbosa de Lima; Larissa dos Santos Silva; Caroline Luisa Lindner";Não iniciado;04|Doc. Técnica (ET);11;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;WiuqwHjgOUCSLRYBy1-gB2UABFL_;NSI.GAP.10 - Ajuste de layout de documentos;04|Doc. Técnica (ET);;Não iniciado;Média;"Marcelli de Araujo Lessa;Filipe  Faiole Moura;Elisangela Barbosa de Lima;Larissa dos Santos Silva;Caroline Luisa Lindner";Marcelli de Araujo Lessa;2026-02-10;2026-02-12;2026-02-11;;true;;;2/8;"Especificação Técnica;Aprovação EF;Elaboração roteiro de teste;Especificação Funcional;Teste Pluma;Deploy;Desenvolvimento;Teste consultor";eComex;"Especificação Funcional - 11/02/2026 - 12/02/2026
Aprovação EF - 13/02/2026 - 16/02/2026
Especificação Técnica - 17/02/2026 - 18/02/2026
Desenvolvimento - 27/02/2026 - 05/03/2026
Elaboração Roteiro de teste - 06/03/2026 - 06/03/2026
Teste consultor - 09/03/2026 - 10/03/2026
Teste Pluma - 11/03/2026 - 12/03/2026Deploy - 13/03/2026"
NSI.GAP.11;NSI.GAP.11;NSI.GAP.11;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Giselli Schneider - Export Department;Não iniciado;05|Elab.Rot.Teste;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;C49sr-v-sUmN-Uh-0h6dEmUAPyR4;NSI.GAP.11 - Implementação de fórmulas para Controle de Numerários ;05|Elab.Rot.Teste;;Não iniciado;Média;Giselli Schneider - Export Department;Jean Piere Moretto;2026-01-29;2026-01-26;2026-01-26;;true;;;;;21|NSI;
NSI.GAP.11;NSI.GAP.11;NSI.GAP.11;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Elisangela Barbosa de Lima; Caroline Luisa Lindner";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;8-nQaV3sBUKsSTdSYk6it2UALcnA;NSI.GAP.11 - Implementação de fórmulas para controle de numerários;10|Deploy;;Concluída;Média;"Elisangela Barbosa de Lima;Caroline Luisa Lindner";Caroline Luisa Lindner;2026-04-09;2026-03-05;2026-01-05;;false;2026-05-08;Caroline Luisa Lindner;9/9;"Teste com a Ninecon;Elaboração Roteiro de Teste;Desenvolvimento;Teste Pluma;Especificação funcional;Especificação Técnica;Teste consultor;Aprovação AN100;Deploy";eComex;
NSI.GAP.15;NSI.GAP.15;NSI.GAP.15;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Giselli Schneider - Export Department;Concluída;10|Deploy;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;NjLaRt4VEkunVJqsCFry-WUAIbzD;NSI.GAP.15 - Consulta de Validade de Atos Concessórios;10|Deploy;;Concluída;Média;Giselli Schneider - Export Department;Jean Piere Moretto;2026-02-06;2026-03-04;2026-03-04;;false;2026-04-16;Giselli Schneider - Export Department;;;21|NSI;"GAP CANCELADO
Especificação Funcional - 02/02 - 04/02
Aprovação EF - 05/02 - 06/02
Especificação Técnica - 09/02 - 10/02
Desenvolvimento - 11/02 - 19/02
Elaboração Roteiro de teste - 20/02 - 23/02
Teste consultor - 24/02 - 25/02
Teste parceiro - 26/02 - 05/03
Teste Pluma - 06/03 - 02/03Deploy - 04/03"
NSI.GAP.15 ATO;NSI.GAP.15ATO;NSI.GAP.15 ATO;Só na Consultoria;Não;Sim;Consultoria;1;06|Bloqueado;"Marcelli de Araujo Lessa; Elisangela Barbosa de Lima";Concluída;06|Bloqueado;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;lwhlmS8sj0a22MKUp8nPQGUAAKsT;NSI.GAP.15 Atos Concessórios (novo);06|Bloqueado;;Concluída;Média;"Marcelli de Araujo Lessa;Elisangela Barbosa de Lima";Marcelli de Araujo Lessa;2026-01-21;2026-03-02;2026-02-02;;false;2026-04-08;Elisangela Barbosa de Lima;5/9;"Teste consultor;Deploy;Desenvolvimento;Especificação funcional;Aprovação EF;Especificação Técnica;Teste parceiro;Elaboração roteiro de teste;Teste Pluma";eComex;"NSI.GAP.15 - Consulta de Validade de Atos Concessórios
Especificação Funcional - 02/02 - 04/02/26 11/02/26
Aprovação EF - 05/02/26 - 06/02/2026 12/02/26 - 13/02/26
Especificação Técnica - 09/02/26 - 10/02/26 18/02/26 - 19/02/26
Desenvolvimento - 11/02/26 - 19/02/2026 20/02/26 - 02/03/26
Elaboração Roteiro de teste - 20/02 - 23/02
Teste consultor - 24/02 - 25/02
Teste parceiro - 26/02 - 05/03
Teste Pluma - 06/03 - 02/03
Deploy - 04/03"
NSI.GAP.16-4 NOV;NSI.GAP.164NOV;NSI.GAP.16-4 NOV;Só na Consultoria;Não;Sim;Consultoria;1;04|Doc. Técnica (ET);"Elisangela Barbosa de Lima; Caroline Luisa Lindner";Em andamento;04|Doc. Técnica (ET);0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;Fmaoj0NpN06988sxXHw-0GUAJ33s;NSI.GAP.16-4 NOV - NSI.GAP.16 - 4 Novos Relatórios Exportação;04|Doc. Técnica (ET);;Em andamento;Média;"Elisangela Barbosa de Lima;Caroline Luisa Lindner";Caroline Luisa Lindner;2026-04-09;2026-05-19;2026-03-18;;false;;;2/10;"Deploy;Desenvolvimento;Revisão da AN100;Aprovação AN100;Elaboração Roteiro de Teste;Teste Pluma;Especificação funcional;Teste consultor;Especificação Técnica;Teste com a Ninecon";eComex;
NSI.GAP.17;NSI.GAP.17;NSI.GAP.17;Só na Consultoria;Não;Sim;Consultoria;1;04|Doc. Técnica (ET);"Elisangela Barbosa de Lima; Caroline Luisa Lindner";Em andamento;04|Doc. Técnica (ET);0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;TRC85eqZbUu0HQUDpYkrnWUAB-FK;NSI.GAP.17 - Conversão de Unid. Medida Proforma, Invoice e PL;04|Doc. Técnica (ET);;Em andamento;Média;"Elisangela Barbosa de Lima;Caroline Luisa Lindner";Caroline Luisa Lindner;2026-04-09;2026-06-01;2026-03-20;;false;;;2/10;"Teste consultor;Especificação Técnica;Especificação funcional;Aprovação AN100;Desenvolvimento;Deploy;Elaboração Roteiro de Teste;Teste com a Ninecon;Teste Pluma;Revisão da AN100";eComex;
NSI.GAP.18;NSI.GAP.18;NSI.GAP.18;Só na Consultoria;Não;Sim;Consultoria;1;04|Doc. Técnica (ET);"Elisangela Barbosa de Lima; Caroline Luisa Lindner";Em andamento;04|Doc. Técnica (ET);0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;oDpX_jDOOUKkisOeWwNN4WUAH907;NSI.GAP.18 - Inclusão de Despesas consulares / Gastos Internos na Proforma e Invoice;04|Doc. Técnica (ET);;Em andamento;Média;"Elisangela Barbosa de Lima;Caroline Luisa Lindner";Caroline Luisa Lindner;2026-04-09;2026-06-15;2026-03-25;;false;;;2/10;"Desenvolvimento;Teste com a Ninecon;Teste Pluma;Teste consultor;Especificação Técnica;Especificação funcional;Revisão da AN100;Aprovação AN100;Deploy;Elaboração Roteiro de Teste";eComex;
OIC#01;OIC#01;OIC#01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Giselli Schneider - Export Department;Não iniciado;00|Não Iniciado;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;TDBpDUebgEW1TzuZlwLPVmUAERSY;PVF#10|OIC#01|CUS#02 - PVF4.11.0040 - Log na tela de monitoramento;00|Não Iniciado;;Não iniciado;Média;Giselli Schneider - Export Department;Jean Piere Moretto;2026-01-29;2026-02-03;2026-02-03;;true;;;;;19|Oracle/Ninecon;
